name,url,model,price,currency,sku,release_date,brand,category,fuel_type,color,interior_color,vehicle_transmission,engine,total_km_driven,wheel_configuration,images,source,uniq_id,scraped_at
2020 Kia Optima,https://www.truecar.com/used-cars-for-sale/listing/5XXGT4L32LG438170/2020-kia-optima/,Optima,29995,USD,5XXGT4L32LG438170,2020,Kia,Sedan,Gas,Sparkling Silver,Black,Automatic,2.4L Inline-4 Gas,17647,FWD,https://listings-prod.tcimg.net/listings/14360/70/81/5XXGT4L32LG438170/MVI4RSZPM6FIUNEZEVOLWJZSOI-cr-60.jpg | https://listings-prod.tcimg.net/listings/14360/70/81/5XXGT4L32LG438170/M44W5PTZ4RESKYYBBEV7OOMYNM-cr-60.jpg | https://listings-prod.tcimg.net/listings/14360/70/81/5XXGT4L32LG438170/67MPIFU3LREOQMOY6WDN2TSWSI-cr-60.jpg | https://listings-prod.tcimg.net/listings/14360/70/81/5XXGT4L32LG438170/4KZ7ZKUJTNVWNGKRR37YDK3TCU-cr-60.jpg | https://listings-prod.tcimg.net/listings/14360/70/81/5XXGT4L32LG438170/K2ZGOEYWESBHQSTJCXHK32EIXI-cr-60.jpg,truecar,a340f1b8-91ae-5a80-a740-3a3f5eaf3d09,07/13/22
2016 Audi Q3,https://www.truecar.com/used-cars-for-sale/listing/WA1GFCFS0GR012138/2016-audi-q3/,Q3,22699,USD,WA1GFCFS0GR012138,2016,Audi,SUV,Gas,Utopia Blue Metallic,Rock Gray,Automatic,2.0L Inline-4 Gas Turbocharged,81481,AWD,https://listings-prod.tcimg.net/listings/87331/38/21/WA1GFCFS0GR012138/L7WDPLOT5G4XICOEPUHTTJ4EGE-cr-60.jpg | https://listings-prod.tcimg.net/listings/87331/38/21/WA1GFCFS0GR012138/VV3BSCBA6OUKSR7SYJLAILVS74-cr-60.jpg | https://listings-prod.tcimg.net/listings/87331/38/21/WA1GFCFS0GR012138/46YEEYGOPE4TTER6LM2YDL3QHQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/87331/38/21/WA1GFCFS0GR012138/T5O43VBJOSIMU2NOHLYHDIYMVM-cr-60.jpg | https://listings-prod.tcimg.net/listings/87331/38/21/WA1GFCFS0GR012138/T6Y57WCA4AIEBAH7ANODDLC4OA-cr-60.jpg,truecar,bdf220fa-0ce1-5350-905b-bc77a1f636c6,07/13/22
2016 BMW X3,https://www.truecar.com/used-cars-for-sale/listing/5UXWX9C50G0D80941/2016-bmw-x3/,X3,18989,USD,5UXWX9C50G0D80941,2016,BMW,SUV,Gas,Glacier Silver Metallic,Black,Automatic,2.0L Inline-4 Gas Turbocharged,91850,AWD,https://listings-prod.tcimg.net/listings/220079/41/09/5UXWX9C50G0D80941/XM6HTBC37RQUYA2NYJ3UULEI2U-cr-60.jpg | https://listings-prod.tcimg.net/listings/220079/41/09/5UXWX9C50G0D80941/63C4K2LX2U26SUNPNCHA336LHQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/220079/41/09/5UXWX9C50G0D80941/7HUX5OPVIF5EEL2UCCU2XC4JSY-cr-60.jpg | https://listings-prod.tcimg.net/listings/220079/41/09/5UXWX9C50G0D80941/GLPJGNPLZY4U4KZ7RVXUKS3ZPQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/220079/41/09/5UXWX9C50G0D80941/KE2BXZC6NM5DULWPSP5HCBLABA-cr-60.jpg,truecar,23eec07b-5143-533a-9778-d0b4656dc8d7,07/13/22
2022 Hyundai Santa Fe,https://www.truecar.com/used-cars-for-sale/listing/5NMS44AL3NH397904/2022-hyundai-santa-fe/,Santa Fe,42998,USD,5NMS44AL3NH397904,2022,Hyundai,SUV,Gas,Calypso Red,Black,Automatic,2.5L Inline-4 Gas Turbocharged,907,FWD,https://listings-prod.tcimg.net/listings/5591/04/79/5NMS44AL3NH397904/ZWLJ4YWCDPTMBQ6HOOS7E4AA6I-og-60.jpg | https://listings-prod.tcimg.net/listings/5591/04/79/5NMS44AL3NH397904/L7USQXIHVJ6O7EP2OAE5ZNDK7Y-og-60.jpg | https://listings-prod.tcimg.net/listings/5591/04/79/5NMS44AL3NH397904/ILQ7PTYNNIMZP6EMCD4OTSQYL4-og-60.jpg | https://listings-prod.tcimg.net/listings/5591/04/79/5NMS44AL3NH397904/DIUBV2SSZD4YC4MHKEY2EKOKEM-og-60.jpg | https://listings-prod.tcimg.net/listings/5591/04/79/5NMS44AL3NH397904/2YW3F2GXJS3AOXM7J5HQ74BGFQ-og-60.jpg,truecar,15d87b77-5b1d-5543-9704-d4f88f4d0dae,07/13/22
2012 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T4BF1FKXCR248812/2012-toyota-camry/,Camry,14000,USD,4T4BF1FKXCR248812,2012,Toyota,Sedan,Gas,Barcelona Red Metallic,Ivory,Automatic,2.5L Inline-4 Gas,129736,FWD,https://listings-prod.tcimg.net/listings/4592/12/88/4T4BF1FKXCR248812/D4TSV2UKVLORIGAY7FJGQZVLPE-cr-60.jpg | https://listings-prod.tcimg.net/listings/4592/12/88/4T4BF1FKXCR248812/L4E7YWZVU43BJWNC2JERWIODOI-cr-60.jpg | https://listings-prod.tcimg.net/listings/4592/12/88/4T4BF1FKXCR248812/UWJX66F4X5O5V57264V5JXITKA-cr-60.jpg | https://listings-prod.tcimg.net/listings/4592/12/88/4T4BF1FKXCR248812/JQZUQRMJ6W3SPVNKF76CE3M4GU-cr-60.jpg | https://listings-prod.tcimg.net/listings/4592/12/88/4T4BF1FKXCR248812/AVH2KMMPIJH6GBIHDIMDASTV7A-cr-60.jpg,truecar,d874f725-4279-5af1-8f0c-5aef1c5203fc,07/13/22
2021 Subaru Forester,https://www.truecar.com/used-cars-for-sale/listing/JF2SKALC4MH401994/2021-subaru-forester/,Forester,29500,USD,JF2SKALC4MH401994,2021,Subaru,SUV,Gas,Ice Silver Metallic,Gray,Automatic,2.5L Flat-4 Gas,10859,AWD,https://listings-prod.tcimg.net/listings/95812/94/19/JF2SKALC4MH401994/X4PNPBPXYH5B2TQT3HGLRHAB2A-cr-60.jpg | https://listings-prod.tcimg.net/listings/95812/94/19/JF2SKALC4MH401994/TJ4RHAACQOAUMHK7Q5RJC2K73U-cr-60.jpg | https://listings-prod.tcimg.net/listings/95812/94/19/JF2SKALC4MH401994/KO4MOBVQIQCAUQEXPIJZ4TP46Y-cr-60.jpg | https://listings-prod.tcimg.net/listings/95812/94/19/JF2SKALC4MH401994/6ORLVJRQNGZ5XE3SP4MESZEUBA-cr-60.jpg | https://listings-prod.tcimg.net/listings/95812/94/19/JF2SKALC4MH401994/UP4S72RYKUJR324ZENGNTEM6NM-cr-60.jpg,truecar,ea17824f-c66a-5abf-bb5f-e776930d30e0,07/13/22
2018 Ram ProMaster Cargo Van,https://www.truecar.com/used-cars-for-sale/listing/3C6TRVBG4JE115873/2018-ram-promaster-cargo-van/,ProMaster Cargo Van,42995,USD,3C6TRVBG4JE115873,2018,Ram,Cargo Van,Gas,Bright White Clearcoat,Black,Automatic,3.6L V-6 Gas,19715,FWD,https://listings-prod.tcimg.net/listings/65563/73/58/3C6TRVBG4JE115873/UL4L56DJ37SX3L74UJ26JLT27A-cr-60.jpg | https://listings-prod.tcimg.net/listings/65563/73/58/3C6TRVBG4JE115873/FJ6HDN2IUFY66YDKFJDVZKQ734-cr-60.jpg | https://listings-prod.tcimg.net/listings/65563/73/58/3C6TRVBG4JE115873/SDLVKOZV4TIBJSQFJ4TM5XHECY-cr-60.jpg | https://listings-prod.tcimg.net/listings/65563/73/58/3C6TRVBG4JE115873/VMDWNGR362DE7I46BE7GOSKI7U-cr-60.jpg | https://listings-prod.tcimg.net/listings/65563/73/58/3C6TRVBG4JE115873/5XZ6OMFJ4C3RQUUUAWFDESOIU4-cr-60.jpg,truecar,1b377f7f-1708-55cc-a578-26ef64794a97,07/13/22
2015 Ford Expedition,https://www.truecar.com/used-cars-for-sale/listing/1FMJK2AT1FEF14319/2015-ford-expedition/,Expedition,26800,USD,1FMJK2AT1FEF14319,2015,Ford,SUV,Gas,Oxford White,Dune,Automatic,3.5L V-6 Gas Turbocharged,63882,4WD,https://listings-prod.tcimg.net/listings/83504/19/43/1FMJK2AT1FEF14319/6SFW4TLVKBU6CZPNHLEU3ZVRZ4-cr-60.jpg | https://listings-prod.tcimg.net/listings/83504/19/43/1FMJK2AT1FEF14319/AXYAL3QVXSH56I4RRBAJZNLI3M-cr-60.jpg | https://listings-prod.tcimg.net/listings/83504/19/43/1FMJK2AT1FEF14319/AXPSLRB3KPV7EJ24UI6D3YCXOI-cr-60.jpg | https://listings-prod.tcimg.net/listings/83504/19/43/1FMJK2AT1FEF14319/DEPM77DMSI2JI33U2R7CRW32MI-cr-60.jpg | https://listings-prod.tcimg.net/listings/83504/19/43/1FMJK2AT1FEF14319/45T6HOI4XF4HPXICLAE3UZNETU-cr-60.jpg,truecar,c0b52379-0e11-5f2a-afa6-ce10885723e3,07/13/22
2019 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP3KFD11700/2019-ford-f-150/,F-150,43998,USD,1FTEW1EP3KFD11700,2019,Ford,Pickup Truck,Gas,Ruby Red Metallic Tinted Clearcoat,Medium Earth Gray,Automatic,2.7L V-6 Gas Turbocharged,18390,4WD,https://listings-prod.tcimg.net/listings/7277/00/17/1FTEW1EP3KFD11700/BBWX7GUAPXQRXT7HEN7GZROIHA-cr-60.jpg | https://listings-prod.tcimg.net/listings/7277/00/17/1FTEW1EP3KFD11700/GOVWRM64JSCKA7HQOWUK2CAFYA-cr-60.jpg | https://listings-prod.tcimg.net/listings/7277/00/17/1FTEW1EP3KFD11700/SXML2I274YINOTHUXSWEZP4JGY-cr-60.jpg | https://listings-prod.tcimg.net/listings/7277/00/17/1FTEW1EP3KFD11700/SETCDUB6L25YBULZWVP7ZL6JDY-cr-60.jpg | https://listings-prod.tcimg.net/listings/7277/00/17/1FTEW1EP3KFD11700/EJPJNZ4T7QLVF2NXH3U6PRSZXY-cr-60.jpg,truecar,366e3f74-34c4-55d8-9169-5bf5b8f57552,07/13/22
2017 Ford Edge,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J84HBC32787/2017-ford-edge/,Edge,25913,USD,2FMPK4J84HBC32787,2017,Ford,SUV,Gas,Ingot Silver Metallic,Dune,Automatic,3.5L V-6 Gas Turbocharged,50322,AWD,https://listings-prod.tcimg.net/listings/12023/87/27/2FMPK4J84HBC32787/GLCIDNKUNIJO7EBNB57EIPIUMI-cr-60.jpg | https://listings-prod.tcimg.net/listings/12023/87/27/2FMPK4J84HBC32787/75PSG6YGPO7ZVPQ5GJK5LNQYIU-cr-60.jpg | https://listings-prod.tcimg.net/listings/12023/87/27/2FMPK4J84HBC32787/FYJTFGR5UP3FX245L4XRVOPZBM-cr-60.jpg | https://listings-prod.tcimg.net/listings/12023/87/27/2FMPK4J84HBC32787/PY67OLCTCEFBE7VMBW5GMHSFJM-cr-60.jpg | https://listings-prod.tcimg.net/listings/12023/87/27/2FMPK4J84HBC32787/LUFVSCXCWCLXZIBDWF4Y2AF3YA-cr-60.jpg,truecar,954da0e6-63e4-50e6-9c43-3d351f326011,07/13/22
2020 Ram 1500,https://www.truecar.com/used-cars-for-sale/listing/1C6SRFDT1LN124928/2020-ram-1500/,1500,34900,USD,1C6SRFDT1LN124928,2020,Ram,Pickup Truck,Gas,Patriot Blue Pearlcoat,Black,Automatic,5.7L V-8 Gas,49670,4WD,https://listings-prod.tcimg.net/listings/244483/28/49/1C6SRFDT1LN124928/3B3DPCQOBP3CAGAYS5UFGRXVJY-cr-60.jpg | https://listings-prod.tcimg.net/listings/244483/28/49/1C6SRFDT1LN124928/WJDPRVSE4Z6OQXMSOWHE76C5EI-cr-60.jpg | https://listings-prod.tcimg.net/listings/244483/28/49/1C6SRFDT1LN124928/475IFQI2B4CE4BH3ENAXNW33FU-cr-60.jpg | https://listings-prod.tcimg.net/listings/244483/28/49/1C6SRFDT1LN124928/23MLNGJYSK726BMA2FQRMXLI2I-cr-60.jpg | https://listings-prod.tcimg.net/listings/244483/28/49/1C6SRFDT1LN124928/52C2P6WV5VIQVMC5HSZHZLASUI-cr-60.jpg,truecar,10a1b53d-c4cf-5daa-a384-022e6a86a178,07/13/22
