name,url,model,price,currency,sku,release_date,brand,category,fuel_type,color,interior_color,vehicle_transmission,engine,total_km_driven,wheel_configuration,images,source,uniq_id,scraped_at
2017 Nissan Rogue,https://www.truecar.com/used-cars-for-sale/listing/JN8AT2MT7HW387042/2017-nissan-rogue/,Rogue,22900,USD,JN8AT2MT7HW387042,2017,Nissan,SUV,Gas,Magnetic Black,Charcoal,Automatic,2.5L Inline-4 Gas,56087,FWD,https://listings-prod.tcimg.net/listings/29702/42/70/JN8AT2MT7HW387042/TYEHJTPOFVIFBLPNSZCMWM7TMM-cr-60.jpg | https://listings-prod.tcimg.net/listings/29702/42/70/JN8AT2MT7HW387042/7PZYPMRZKQYXSKVHB2DUAPZMJE-cr-60.jpg | https://listings-prod.tcimg.net/listings/29702/42/70/JN8AT2MT7HW387042/3VG6T6CQ4HYKBUIFC7BPOCI3FU-cr-60.jpg | https://listings-prod.tcimg.net/listings/29702/42/70/JN8AT2MT7HW387042/L6GSPJYBOOL6ZP4PHZ4SBJPZ7A-cr-60.jpg | https://listings-prod.tcimg.net/listings/29702/42/70/JN8AT2MT7HW387042/DXSSI2ZNJZH5EIWEEBT4IS75FU-cr-60.jpg,truecar,0ce92653-1272-579d-a9b9-f9cb84da28c1,07/13/22
2019 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T1B61HK4KU854435/2019-toyota-camry/,Camry,29990,USD,4T1B61HK4KU854435,2019,Toyota,Sedan,Gas,Celestial Silver Metallic,Macadamia,Automatic,2.5L Inline-4 Gas,13088,FWD,https://listings-prod.tcimg.net/listings/48824/35/44/4T1B61HK4KU854435/BNLJLZLKD74KJZBGR5OJ6EDYZU-cr-60.jpg | https://listings-prod.tcimg.net/listings/48824/35/44/4T1B61HK4KU854435/CT3GFZ64EEPOESBSI3TTNYPBP4-cr-60.jpg | https://listings-prod.tcimg.net/listings/48824/35/44/4T1B61HK4KU854435/WK346CN3CXN7YOVLO6UCBFKWY4-cr-60.jpg | https://listings-prod.tcimg.net/listings/48824/35/44/4T1B61HK4KU854435/AGB76NBOZCJJDHHKT25FTFQ7OY-cr-60.jpg | https://listings-prod.tcimg.net/listings/48824/35/44/4T1B61HK4KU854435/PE3U3L5PVSX7YWHUMMODXA5CVI-cr-60.jpg,truecar,0b73a598-adff-582f-9bfa-bda2d94de689,07/13/22
2022 Subaru Ascent,https://www.truecar.com/used-cars-for-sale/listing/4S4WMAPD1N3405993/2022-subaru-ascent/,Ascent,42707,USD,4S4WMAPD1N3405993,2022,Subaru,SUV,Gas,Crystal White Pearl,Slate Black,Automatic,2.4L Flat-4 Gas Turbocharged,8930,AWD,,truecar,400e4699-8b14-532d-81c5-aeabb0c281f2,07/13/22
2018 Jeep Renegade,https://www.truecar.com/used-cars-for-sale/listing/ZACCJAAB6JPG70440/2018-jeep-renegade/,Renegade,20499,USD,ZACCJAAB6JPG70440,2018,Jeep,SUV,Gas,Alpine White,Black,Automatic,2.4L Inline-4 Gas Turbocharged,39501,FWD,https://listings-prod.tcimg.net/listings/82733/40/04/ZACCJAAB6JPG70440/ZTUUNF5R62OYKNFBTXA2ESHW2I-cr-60.jpg | https://listings-prod.tcimg.net/listings/82733/40/04/ZACCJAAB6JPG70440/W24ECZ7UFT6ITAYGMYJFGKIKFI-cr-60.jpg | https://listings-prod.tcimg.net/listings/82733/40/04/ZACCJAAB6JPG70440/G2U2QSJCWOZUPFKUYVBOXK3JNI-cr-60.jpg | https://listings-prod.tcimg.net/listings/82733/40/04/ZACCJAAB6JPG70440/QCGGUXK3PWZLRZNWT7DH67LCJM-cr-60.jpg | https://listings-prod.tcimg.net/listings/82733/40/04/ZACCJAAB6JPG70440/WVFGN55CRMP2UN7GGEDINCTJ7I-cr-60.jpg,truecar,125ac469-af8e-5a81-9abc-1b9a949e0c7b,07/13/22
2016 Honda Accord,https://www.truecar.com/used-cars-for-sale/listing/1HGCR3F99GA020196/2016-honda-accord/,Accord,22855,USD,1HGCR3F99GA020196,2016,Honda,Sedan,Gas,White Orchid Pearl,Ivory,Automatic,3.5L V-6 Gas,98749,FWD,https://listings-prod.tcimg.net/listings/38534/96/01/1HGCR3F99GA020196/F7UJK7GEVF6UCLGKIEUC6J6XIM-cr-60.jpg | https://listings-prod.tcimg.net/listings/38534/96/01/1HGCR3F99GA020196/P5CGHLVYITPXNFLAHOOG4EB7SM-cr-60.jpg | https://listings-prod.tcimg.net/listings/38534/96/01/1HGCR3F99GA020196/PWOU25KERXL47CLOP3LN56PENU-cr-60.jpg | https://listings-prod.tcimg.net/listings/38534/96/01/1HGCR3F99GA020196/UKVHTV62A4GYRYJSQBTPMMUT2Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/38534/96/01/1HGCR3F99GA020196/7Y6SZH447V3V65OCWZTKYYEAXI-cr-60.jpg,truecar,9e115a42-0522-50aa-ac95-181a560122db,07/13/22
2020 Cadillac XT6,https://www.truecar.com/used-cars-for-sale/listing/1GYKPGRS6LZ137066/2020-cadillac-xt6/,XT6,51499,USD,1GYKPGRS6LZ137066,2020,Cadillac,SUV,Gas,Radiant Silver Metallic,Jet Black,Automatic,3.6L V-6 Gas,25494,AWD,https://listings-prod.tcimg.net/listings/156519/66/70/1GYKPGRS6LZ137066/F3GOLBIQPGR6TQC2Q64LSLBSLE-cr-60.jpg | https://listings-prod.tcimg.net/listings/156519/66/70/1GYKPGRS6LZ137066/Y3LA6Q7UAN3FVKDW4M5CA2O3XY-cr-60.jpg | https://listings-prod.tcimg.net/listings/156519/66/70/1GYKPGRS6LZ137066/TWXJ6HYVEME6EQR6ODNFRTIJYQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/156519/66/70/1GYKPGRS6LZ137066/RZBVADP2NJZAEXZ6DRWQMRUY3I-cr-60.jpg | https://listings-prod.tcimg.net/listings/156519/66/70/1GYKPGRS6LZ137066/QK34YAC5MTMVZM6BCQKBKVUBYA-cr-60.jpg,truecar,8b85ce65-b569-517b-be63-6388c3600125,07/13/22
2016 Volkswagen CC,https://www.truecar.com/used-cars-for-sale/listing/WVWBN7AN6GE514722/2016-volkswagen-cc/,CC,14000,USD,WVWBN7AN6GE514722,2016,Volkswagen,Sedan,Gas,Night Blue Metallic,Black,Automatic,2.0L Inline-4 Gas Turbocharged,106000,FWD,https://listings-prod.tcimg.net/listings/183668/22/47/WVWBN7AN6GE514722/ZCK7SW36PPT6F5A5JS7GEGHNMI-cr-60.jpg | https://listings-prod.tcimg.net/listings/183668/22/47/WVWBN7AN6GE514722/J3KAROOOHOIIP5ETCHFTS4JDGM-cr-60.jpg | https://listings-prod.tcimg.net/listings/183668/22/47/WVWBN7AN6GE514722/CALEZSWGNPPWI4EZI6EMAY4UUA-cr-60.jpg | https://listings-prod.tcimg.net/listings/183668/22/47/WVWBN7AN6GE514722/GLROL2VX4RK62XALOQOWWEATZI-cr-60.jpg | https://listings-prod.tcimg.net/listings/183668/22/47/WVWBN7AN6GE514722/SRPDPEREE4LEK42TALQ4YUTRXA-cr-60.jpg,truecar,897aff1b-60dd-511d-80ae-e8f529cc1730,07/13/22
2021 Jeep Gladiator,https://www.truecar.com/used-cars-for-sale/listing/1C6JJTBG4ML561844/2021-jeep-gladiator/,Gladiator,55796,USD,1C6JJTBG4ML561844,2021,Jeep,Pickup Truck,Gas,Snazzberry Pearlcoat,Black,Automatic,3.6L V-6 Gas,10488,4WD,https://listings-prod.tcimg.net/listings/6980/44/18/1C6JJTBG4ML561844/AVJU7XUKJMK4AJARUNHULYOYCQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/6980/44/18/1C6JJTBG4ML561844/3FV2643SVPN3TFMVWJP6INE74A-cr-60.jpg | https://listings-prod.tcimg.net/listings/6980/44/18/1C6JJTBG4ML561844/LMYWMQ6QLEQZ4XGPQP3DFJFL74-cr-60.jpg | https://listings-prod.tcimg.net/listings/6980/44/18/1C6JJTBG4ML561844/P74DBR56FV46R5233CADCANWLQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/6980/44/18/1C6JJTBG4ML561844/7RYIHDSOS4UNKF54ZS7U6KMLMA-cr-60.jpg,truecar,4abb42ea-a997-52b2-bfaa-b3f408cccf58,07/13/22
2020 Land Rover Discovery,https://www.truecar.com/used-cars-for-sale/listing/SALRG2RV6L2429674/2020-land-rover-discovery/,Discovery,44590,USD,SALRG2RV6L2429674,2020,Land Rover,SUV,Gas,Farallon Black Premium Metallic,Black,Automatic,3.0L V-6 Gas Supercharged,35789,4WD,https://listings-prod.tcimg.net/listings/77763/74/96/SALRG2RV6L2429674/7ZWRYGPAJHXNBUZKNRMDXTTI5U-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/74/96/SALRG2RV6L2429674/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/74/96/SALRG2RV6L2429674/FOOWIFPGU7HYJHNQBL2TUMVZWA-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/74/96/SALRG2RV6L2429674/2M52762WM6XT76KRTVUWL4JI3Q-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/74/96/SALRG2RV6L2429674/HEPHKSLMPDHUUYO2M6BG43OTGE-og-60.jpg,truecar,d8413134-d2d3-5a4a-9194-5aea3f6fb9ac,07/13/22
2019 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T1B11HK1KU729701/2019-toyota-camry/,Camry,26564,USD,4T1B11HK1KU729701,2019,Toyota,Sedan,Gas,Celestial Silver Metallic,Black,Automatic,2.5L Inline-4 Gas,79901,FWD,https://listings-prod.tcimg.net/listings/17048/01/97/4T1B11HK1KU729701/IAFECXHTWJ53N6W7QVBSXMH6PQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/17048/01/97/4T1B11HK1KU729701/64WRPOGBQOD2LBMM2X4J6YWZYQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/17048/01/97/4T1B11HK1KU729701/LJSFLWF3H4DIYOL4YXJIUSJOOE-cr-60.jpg | https://listings-prod.tcimg.net/listings/17048/01/97/4T1B11HK1KU729701/EN64IKQGJTFRCQZ62JEJMQO3GY-cr-60.jpg,truecar,c62060b0-43c9-5c9f-a5c7-533e777aa83a,07/13/22
2020 Jeep Wrangler,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEN0LW269016/2020-jeep-wrangler/,Wrangler,38697,USD,1C4HJXEN0LW269016,2020,Jeep,SUV,Gas,Firecracker Red Clearcoat,Black,Automatic,2.0L V-4 Gas Turbocharged,46958,4WD,https://listings-prod.tcimg.net/listings/85248/16/90/1C4HJXEN0LW269016/IC3GVFCAHG2EO76Y4HHAWX42B4-cr-60.jpg | https://listings-prod.tcimg.net/listings/85248/16/90/1C4HJXEN0LW269016/QOQM3WFT6RARGO2VMYG647M7VQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/85248/16/90/1C4HJXEN0LW269016/5COH6PWWFZRDZMEZWDRNLYUJ7U-cr-60.jpg | https://listings-prod.tcimg.net/listings/85248/16/90/1C4HJXEN0LW269016/YCJMCOXOWF7CBVWSL4ZGQAN3GQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/85248/16/90/1C4HJXEN0LW269016/4U2Z2PJUVUBT7JTE7ZOFB46JUE-cr-60.jpg,truecar,dab1b645-95a4-5790-9548-89b5999c41d5,07/13/22
2018 Honda CR-V,https://www.truecar.com/used-cars-for-sale/listing/2HKRW2H86JH671298/2018-honda-cr-v/,CR-V,29590,USD,2HKRW2H86JH671298,2018,Honda,SUV,Gas,White Diamond Pearl,Ivory,Automatic,1.5L Inline-4 Gas Turbocharged,29327,AWD,https://listings-prod.tcimg.net/listings/17268/98/12/2HKRW2H86JH671298/JQ6RHYYD2ELPA56M7XZAGNIVXM-cr-60.jpg | https://listings-prod.tcimg.net/listings/17268/98/12/2HKRW2H86JH671298/PHHXKZRX2WBTWU46YTRA7LAN3Y-cr-60.jpg | https://listings-prod.tcimg.net/listings/17268/98/12/2HKRW2H86JH671298/J7YPAWBR3PNJZWDZT25L3FIJ3Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/17268/98/12/2HKRW2H86JH671298/JAIRNPXYDUNK2KE5DNEU27VNTE-cr-60.jpg | https://listings-prod.tcimg.net/listings/17268/98/12/2HKRW2H86JH671298/5AFWOVMACLGOTTDOKPVCALRBOM-cr-60.jpg,truecar,e58d7fb7-09be-54ac-8ac7-4509f826697d,07/13/22
2020 Ford Edge,https://www.truecar.com/used-cars-for-sale/listing/2FMPK3J98LBA70710/2020-ford-edge/,Edge,27425,USD,2FMPK3J98LBA70710,2020,Ford,SUV,Gas,Agate Black,Ebony,Automatic,2.0L Inline-4 Gas Turbocharged,46575,FWD,https://listings-prod.tcimg.net/listings/8471/10/07/2FMPK3J98LBA70710/PWVOFWRCIEDSKVRBNUFEU5UBZE-cr-60.jpg | https://listings-prod.tcimg.net/listings/8471/10/07/2FMPK3J98LBA70710/KJJPUJHLICB6X6C2UJACEH5FVM-cr-60.jpg | https://listings-prod.tcimg.net/listings/8471/10/07/2FMPK3J98LBA70710/BZ5Z7TVXBB3UFKQGROP7OHO3MQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8471/10/07/2FMPK3J98LBA70710/NA4ZZGNDCKLL2WJZ6OH6H53XHQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8471/10/07/2FMPK3J98LBA70710/E4756BKM46JGU32ZRNSX22VDTQ-cr-60.jpg,truecar,bcf3d2c2-77ac-56e4-b76f-e30d7c5d1c7c,07/13/22
2013 Chevrolet Tahoe,https://www.truecar.com/used-cars-for-sale/listing/1GNSKCE01DR203369/2013-chevrolet-tahoe/,Tahoe,22400,USD,1GNSKCE01DR203369,2013,Chevrolet,SUV,Gas,Black,Ebony,Automatic,5.3L V-8 Gas,158288,4WD,https://listings-prod.tcimg.net/listings/29709/69/33/1GNSKCE01DR203369/CB4AYZPM4URUSFKVNQ3274NUQ4-cr-60.jpg | https://listings-prod.tcimg.net/listings/29709/69/33/1GNSKCE01DR203369/ZSH3WMRJNGV2ZFCB5RBCOCOS44-cr-60.jpg | https://listings-prod.tcimg.net/listings/29709/69/33/1GNSKCE01DR203369/A6PWOHMA5IFCRMVMQIYLNCGOHQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/29709/69/33/1GNSKCE01DR203369/ZFOKWZR6URLVZNX5NVGBQOB23U-cr-60.jpg | https://listings-prod.tcimg.net/listings/29709/69/33/1GNSKCE01DR203369/CTWWHAEI5EM673UTHW3W377TTY-cr-60.jpg,truecar,a394423f-d214-584b-864d-dbf8e1c5571d,07/13/22
2016 Honda CR-V,https://www.truecar.com/used-cars-for-sale/listing/2HKRM4H74GH629827/2016-honda-cr-v/,CR-V,20900,USD,2HKRM4H74GH629827,2016,Honda,SUV,Gas,Urban Titanium Metallic,Beige,Automatic,2.4L Inline-4 Gas,97908,AWD,https://listings-prod.tcimg.net/listings/18455/27/98/2HKRM4H74GH629827/W64ZI272JFI3TA73YX2E6EWHCI-cr-60.jpg | https://listings-prod.tcimg.net/listings/18455/27/98/2HKRM4H74GH629827/A72FGXTDMIK55NIWCV76HHLE2Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/18455/27/98/2HKRM4H74GH629827/2BEYKLMJPEINZMJFSIQ6KPSPEU-cr-60.jpg | https://listings-prod.tcimg.net/listings/18455/27/98/2HKRM4H74GH629827/BMZRG5OXAQFRIBKL623EKGSEKI-cr-60.jpg | https://listings-prod.tcimg.net/listings/18455/27/98/2HKRM4H74GH629827/OTHXSQ2XXE7KCYEH37HHQIVXNI-cr-60.jpg,truecar,1869b651-cfbe-5180-afcf-a3930aeb2b22,07/13/22
2020 Audi RS Q8,https://www.truecar.com/used-cars-for-sale/listing/WU1ARBF14LD023514/2020-audi-rs-q8/,RS Q8,133991,USD,WU1ARBF14LD023514,2020,Audi,SUV,Gas,Daytona Gray Pearl Effect,Black/Express Red Stitch,Automatic,4.0L V-8 Gas Turbocharged,22218,AWD,https://listings-prod.tcimg.net/listings/27853/14/35/WU1ARBF14LD023514/DPUAHKXZ6BO7NJOIEHHC4WJEVM-cr-60.jpg | https://listings-prod.tcimg.net/listings/27853/14/35/WU1ARBF14LD023514/FJ2S2XPC36LJZTB3RWCVS34TCE-cr-60.jpg | https://listings-prod.tcimg.net/listings/27853/14/35/WU1ARBF14LD023514/BTLN4QKMW7LQDDNB7IDSQC667I-cr-60.jpg | https://listings-prod.tcimg.net/listings/27853/14/35/WU1ARBF14LD023514/JIQ6APZHHX4BXOF4HEGSYMLQ3Y-cr-60.jpg | https://listings-prod.tcimg.net/listings/27853/14/35/WU1ARBF14LD023514/C5WUWSP2CCS5RU2VLNDFAVWL5A-cr-60.jpg,truecar,834c4bf0-2540-5772-8cf2-813b8a69a403,07/13/22
2020 Honda Pilot,https://www.truecar.com/used-cars-for-sale/listing/5FNYF6H96LB035641/2020-honda-pilot/,Pilot,42492,USD,5FNYF6H96LB035641,2020,Honda,SUV,Gas,Obsidian Blue Pearl,Gray,Automatic,3.5L V-6 Gas,18200,AWD,https://listings-prod.tcimg.net/listings/5410/41/56/5FNYF6H96LB035641/Z45OUGLNPTKDCXA5M3K3NRKZFI-cr-60.jpg | https://listings-prod.tcimg.net/listings/5410/41/56/5FNYF6H96LB035641/LVR3RVS73NH573IXNMPG2NFU3E-cr-60.jpg | https://listings-prod.tcimg.net/listings/5410/41/56/5FNYF6H96LB035641/4XIXQ6ALLWXC6BGZXEOXSXB2SY-cr-60.jpg | https://listings-prod.tcimg.net/listings/5410/41/56/5FNYF6H96LB035641/C7C7LYEIORV3ENQLGIFXIP5OCA-cr-60.jpg | https://listings-prod.tcimg.net/listings/5410/41/56/5FNYF6H96LB035641/SHWLPOAYP7LJ2V3HFSMOYWGGNM-cr-60.jpg,truecar,71cb1cb6-e00a-513b-a62c-dc1096247980,07/13/22
2003 Mercury Grand Marquis,https://www.truecar.com/used-cars-for-sale/listing/2MEFM74W63X601844/2003-mercury-grand-marquis/,Grand Marquis,7999,USD,2MEFM74W63X601844,2003,Mercury,Sedan,Gas,Tan,Unknown,Automatic,4.6L V-8 Gas,211508,RWD,,truecar,8a6f95ae-e944-5dac-b9b8-ae047bda3074,07/13/22
2018 Ram 1500,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7LT6JS268169/2018-ram-1500/,1500,30992,USD,1C6RR7LT6JS268169,2018,Ram,Pickup Truck,Gas,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,Automatic,5.7L V-8 Gas,60470,4WD,https://listings-prod.tcimg.net/listings/34869/69/81/1C6RR7LT6JS268169/DKZHNZHMJX6D6NILVIPAU55E6A-cr-60.jpg | https://listings-prod.tcimg.net/listings/34869/69/81/1C6RR7LT6JS268169/76HYSTWOQCS6GY7FS6NAEFRLOU-cr-60.jpg | https://listings-prod.tcimg.net/listings/34869/69/81/1C6RR7LT6JS268169/FAOMGWPXFHVQQLVL4SS4QABUFQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/34869/69/81/1C6RR7LT6JS268169/ZQ2X2RZKLW3VMUNXG3MTZ5ACAU-cr-60.jpg | https://listings-prod.tcimg.net/listings/34869/69/81/1C6RR7LT6JS268169/GCJRY7EHASOPW6YKIB4IW3DHZY-cr-60.jpg,truecar,0ed3e811-a1f9-536f-b1b9-e131c41d702a,07/13/22
2021 Volkswagen Golf GTI,https://www.truecar.com/used-cars-for-sale/listing/3VW5T7AU6MM009373/2021-volkswagen-golf-gti/,Golf GTI,32993,USD,3VW5T7AU6MM009373,2021,Volkswagen,Hatchback,Gas,Pure White,Titan Black W/Red Stitch,Manual,2.0L Inline-4 Gas Turbocharged,18720,FWD,https://listings-prod.tcimg.net/listings/34508/73/93/3VW5T7AU6MM009373/FUT7UU72PYFMXBECQLFF2JXBZ4-cr-60.jpg | https://listings-prod.tcimg.net/listings/34508/73/93/3VW5T7AU6MM009373/6PNRCRUBKB2336IH4S4RKQSGGA-cr-60.jpg | https://listings-prod.tcimg.net/listings/34508/73/93/3VW5T7AU6MM009373/MKEJAIPSLVOYEEGFOV25KQJFBQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/34508/73/93/3VW5T7AU6MM009373/HW7IUX2AJRFEWOBLDN6TQIEVQM-cr-60.jpg | https://listings-prod.tcimg.net/listings/34508/73/93/3VW5T7AU6MM009373/TMRAX44MJYJ5PG7WMIKEHUNBBQ-cr-60.jpg,truecar,e08df290-f5f9-5a74-b81a-99e88fec7ff2,07/13/22
2018 Mercedes-Benz GLC,https://www.truecar.com/used-cars-for-sale/listing/WDC0G6EB5JV022809/2018-mercedes-benz-glc/,GLC,45998,USD,WDC0G6EB5JV022809,2018,Mercedes-Benz,SUV,Gas,Brilliant Blue Metallic,Silk Beige/Espresso Brown,Automatic,3.0L V-6 Gas Turbocharged,48456,AWD,https://listings-prod.tcimg.net/listings/19472/09/28/WDC0G6EB5JV022809/L7TKJJZK4CZME7TGJRXCBI3AMY-cr-60.jpg | https://listings-prod.tcimg.net/listings/19472/09/28/WDC0G6EB5JV022809/DS2L77UWJWNCXQ5QNJGP6PG3L4-cr-60.jpg | https://listings-prod.tcimg.net/listings/19472/09/28/WDC0G6EB5JV022809/BMZ4TGOJWQPC2NQ3PBMBI4CVNA-cr-60.jpg | https://listings-prod.tcimg.net/listings/19472/09/28/WDC0G6EB5JV022809/5JL2G63HGFEAITOAU4QXTZZBB4-cr-60.jpg | https://listings-prod.tcimg.net/listings/19472/09/28/WDC0G6EB5JV022809/RBXNPQHHHW55GMHDXJQ47VYBQA-cr-60.jpg,truecar,f877e596-eb1e-5061-b246-37c04688083d,07/13/22
2021 Nissan Altima,https://www.truecar.com/used-cars-for-sale/listing/1N4AL4CV0MN302025/2021-nissan-altima/,Altima,30792,USD,1N4AL4CV0MN302025,2021,Nissan,Sedan,Gas,Scarlet Ember Tintcoat,Sport,Automatic,2.0L Inline-4 Gas Turbocharged,5,FWD,https://listings-prod.tcimg.net/listings/12285/25/20/1N4AL4CV0MN302025/KFS2V3V3TFGXRQRHK6DLBBEH4Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/12285/25/20/1N4AL4CV0MN302025/5KCUQ3SQCWPIMHUOPMZMQVAI7E-cr-60.jpg | https://listings-prod.tcimg.net/listings/12285/25/20/1N4AL4CV0MN302025/NKWKGXCY5Z5XEQO3NEFRJIMCCU-cr-60.jpg | https://listings-prod.tcimg.net/listings/12285/25/20/1N4AL4CV0MN302025/46DCK3N7PAIYB47NIUYYCZ7MEE-cr-60.jpg | https://listings-prod.tcimg.net/listings/12285/25/20/1N4AL4CV0MN302025/EAQGYYKM4L3NZWM4VQUQFZJRCY-cr-60.jpg,truecar,dbf69bb7-bc0e-52fc-bbf6-24d01e7b4fd7,07/13/22
2019 Ford Super Duty F-350,https://www.truecar.com/used-cars-for-sale/listing/1FT8W3DT2KEC10337/2019-ford-super-duty-f-350/,Super Duty F-350,59975,USD,1FT8W3DT2KEC10337,2019,Ford,Pickup Truck,Diesel,Oxford White,Medium Earth Gray,Automatic,6.7L V-8 Diesel Turbocharged,92352,4WD,https://listings-prod.tcimg.net/listings/42835/37/03/1FT8W3DT2KEC10337/QBC2Y2LN6JA5N4XJ5M3PDTKUZ4-cr-60.jpg | https://listings-prod.tcimg.net/listings/42835/37/03/1FT8W3DT2KEC10337/AVZD5EPZRKRMVMO67XA2A4WFRA-cr-60.jpg | https://listings-prod.tcimg.net/listings/42835/37/03/1FT8W3DT2KEC10337/O3U6KM54BHPAU4BZSYVKTRYAMQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/42835/37/03/1FT8W3DT2KEC10337/6IORY75OI2TZGT7RLKO6K3AADU-cr-60.jpg | https://listings-prod.tcimg.net/listings/42835/37/03/1FT8W3DT2KEC10337/YDQC2RDJ5KWDBR2VLOWX67BW4U-cr-60.jpg,truecar,bed229d3-5a40-5225-a87b-fe04a280b7c6,07/13/22
2018 Toyota RAV4,https://www.truecar.com/used-cars-for-sale/listing/2T3WFREV5JW411277/2018-toyota-rav4/,RAV4,24280,USD,2T3WFREV5JW411277,2018,Toyota,SUV,Gas,Black,Ash,Automatic,2.5L Inline-4 Gas,67641,FWD,https://listings-prod.tcimg.net/listings/23658/77/12/2T3WFREV5JW411277/CATKERYJ3X5I5TFHHFPCQQ472Q-og-60.jpg,truecar,ee8ad794-d5b8-55b2-b08c-b65cd423c6b6,07/13/22
2013 Chevrolet Silverado 3500HD,https://www.truecar.com/used-cars-for-sale/listing/1GC4K1C89DF158410/2013-chevrolet-silverado-3500hd/,Silverado 3500HD,49997,USD,1GC4K1C89DF158410,2013,Chevrolet,Pickup Truck,Diesel,Victory Red,Ebony,Automatic,6.6L V-8 Diesel Turbocharged,83133,4WD,https://listings-prod.tcimg.net/listings/7012/10/84/1GC4K1C89DF158410/5BA2YINO7PJD2DBKVK25ERJFKY-cr-60.jpg | https://listings-prod.tcimg.net/listings/7012/10/84/1GC4K1C89DF158410/NJ5ZP46HLRLLE2SH73YPOUQSJA-cr-60.jpg | https://listings-prod.tcimg.net/listings/7012/10/84/1GC4K1C89DF158410/AEZJ3MCVOU3PEBTMRDEPEPJJP4-cr-60.jpg | https://listings-prod.tcimg.net/listings/7012/10/84/1GC4K1C89DF158410/N2U6A75T6SPJV6654RGDI7GP6I-cr-60.jpg | https://listings-prod.tcimg.net/listings/7012/10/84/1GC4K1C89DF158410/QIXGDKVDLI43WM5XWZAZ3MMBZE-cr-60.jpg,truecar,27d58e6a-6a11-50e2-a9de-26260eeb2d2c,07/13/22
2019 Ford Explorer,https://www.truecar.com/used-cars-for-sale/listing/1FM5K7DH5KGA68907/2019-ford-explorer/,Explorer,28995,USD,1FM5K7DH5KGA68907,2019,Ford,SUV,Gas,Ingot Silver Metallic,Ebony Black,Automatic,2.3L V-4 Gas Turbocharged,81681,FWD,,truecar,1246687e-56b4-5606-8e6d-4cb53335f76b,07/13/22
2018 Nissan Rogue Sport,https://www.truecar.com/used-cars-for-sale/listing/JN1BJ1CP0JW150938/2018-nissan-rogue-sport/,Rogue Sport,20997,USD,JN1BJ1CP0JW150938,2018,Nissan,SUV,Gas,Brilliant Silver,Charcoal,Automatic,2.0L Inline-4 Gas,54181,FWD,https://listings-prod.tcimg.net/listings/160002/38/09/JN1BJ1CP0JW150938/UKGFVUCXTS6WZJEIFD5SOCKGLU-cr-60.jpg | https://listings-prod.tcimg.net/listings/160002/38/09/JN1BJ1CP0JW150938/QZBHSGNET3UCM5VDJBX4AZ27FY-cr-60.jpg | https://listings-prod.tcimg.net/listings/160002/38/09/JN1BJ1CP0JW150938/YBSUTK55RYNAQ7YH6OKVJHYMSA-cr-60.jpg | https://listings-prod.tcimg.net/listings/160002/38/09/JN1BJ1CP0JW150938/GYURP5X3OEPIUH6SOR756ODI54-cr-60.jpg | https://listings-prod.tcimg.net/listings/160002/38/09/JN1BJ1CP0JW150938/DMQYH6ARRZLLSO5APRFVBZNCKQ-cr-60.jpg,truecar,056365d1-ff9d-53b5-a275-b68b5e5a07ec,07/13/22
